,A,B,C,D
2000-05-09,-1.1010921907119293,9.738383147563153,-8.544986808535958,-8.296021729076557
2000-05-10,-1.7253511302075988,9.01679403076146,-8.403276552939147,-7.471000684422574
2000-05-11,-1.4850375991435714,10.195371496128915,-6.518923647949345,-6.289109486889595
2000-05-12,-1.5011223966809109,12.108810260715476,-6.207745649486594,-5.466836310964455
2000-05-13,-3.183697908076833,13.081841027643396,-7.801061219948151,-5.549852106309555
2000-05-14,-3.0425875267711917,11.75055884573538,-7.343943253050828,-6.4766606957352675
2000-05-15,-1.9775856084276389,11.702685869001357,-7.198491886239232,-6.455885623439414
2000-05-16,-1.7775220092332573,11.361245674511013,-8.204779575282545,-6.310748045109476
2000-05-17,-0.672097096991704,10.998363072507164,-8.938650148119827,-5.590485012716498
2000-05-18,-0.5067238688550102,12.123346173284617,-9.488210244516956,-5.58683486403508
2000-05-19,-0.16380087495997592,10.092187177693148,-9.386006550296555,-5.768689700415943
2000-05-20,0.7355583697536612,13.2993576012626,-9.49947952759536,-5.984019801537453
2000-05-21,0.7792758810476597,13.78074265416412,-11.165777415835448,-4.932624534960967
2000-05-22,1.2070574549927011,14.967007330313322,-11.17869433593733,-5.469678965093532
2000-05-23,2.1260839168067163,15.820154035094443,-11.643121158174008,-6.285473518053125
2000-05-24,0.25903909468368025,17.37386689396196,-11.198220693311212,-5.478067226064963
2000-05-25,-0.22883281024799196,17.755614738095225,-9.802206912913672,-5.516002160755968
2000-05-26,0.2526945452841129,17.630639487367635,-10.256768693229102,-5.064370800911973
2000-05-27,1.054213335432422,17.98721313693411,-11.47790671106385,-5.291729263724022
2000-05-28,0.9329452541909216,19.28352080429675,-11.062435161445453,-5.068003460753683
2000-05-29,0.5527795741661868,19.12015491364716,-12.47737495282873,-4.368817267194704
2000-05-30,-0.3438750012019641,18.17802085518094,-11.5619592201715,-4.541369447704896
2000-05-31,-0.09887481449899246,17.860839513893495,-12.398726834643293,-4.246847021153489
2000-06-01,1.0223810859276654,17.91236173789655,-12.077888521323176,-3.3163488190682013
2000-06-02,0.913636375753464,20.653779368240386,-11.638510997327852,-4.790020744861135
2000-06-03,-0.3666682055498225,20.381114161139383,-14.290793909013223,-4.070056082391679
2000-06-04,0.6217642145844379,19.8377382425028,-13.935628995527106,-4.038191067195626
2000-06-05,0.03897853100851423,18.228693277972358,-14.495026033782738,-3.471413611974734
2000-06-06,0.07787933874206972,18.313490169113745,-12.92453791177298,-2.943384909287963
2000-06-07,-0.9212731997767079,17.23388573074699,-13.92363315592382,-4.230368297924627
2000-06-08,-0.1335473956344153,16.694975765556844,-14.724032491916255,-2.425511891727814
2000-06-09,-1.1979664708374598,19.328799748675763,-15.124800078471221,-3.253948500583551
2000-06-10,-0.715859052019534,18.371333717162898,-16.218259302920348,-2.9137829757181404
2000-06-11,-0.5838474343122066,20.24260350810927,-16.345685682165225,-2.977661700745043
2000-06-12,-0.733284714392706,19.870370322630556,-15.75586894400662,-2.7841313029561094
2000-06-13,-0.8295008336666856,19.651282640875785,-15.87715388408474,-4.177102783696437
2000-06-14,0.23214659933824233,17.718961234103936,-17.206176942042024,-4.616672378252135
2000-06-15,-0.1495023928328218,17.841899970242217,-16.22016610866646,-2.042288483430588
2000-06-16,0.8468788103810767,16.281709160932948,-15.890683907806999,-1.30091454374813
2000-06-17,0.8180386767613094,18.432467771807907,-15.338782058482906,-0.7652114525258985
2000-06-18,1.265398675707872,18.167024747324447,-14.094220678453562,-0.6911008560045124
2000-06-19,0.9539670966029963,19.542481281638356,-14.282997436613472,-0.874666356477123
2000-06-20,0.3968489830845424,18.318106684264524,-14.30353108053942,-0.6968628401135003
2000-06-21,0.9012132398022861,18.61496086619582,-13.033047787019349,0.7380011368791856
2000-06-22,2.251191445423402,18.443731518070187,-12.713754255710892,0.84879554974501
2000-06-23,4.269683805827286,17.999427041327817,-14.666563430373847,1.7129585206841575
2000-06-24,4.488241989669006,18.13189465771417,-15.029433971661492,2.979487434101146
2000-06-25,6.073516823671728,18.264080326313632,-14.22617277334631,3.9944135588652343
2000-06-26,5.863635974695532,17.528222686987387,-14.431605500114898,3.8384448946600718
2000-06-27,5.343130477316324,15.991236961844542,-16.660766909624968,4.696563366958672
2000-06-28,4.258458273682257,16.580788756989193,-16.154931571320596,4.353628328786141
2000-06-29,4.190504935167295,14.962336094386183,-17.327850512667215,4.458179244971443
2000-06-30,3.6536920553808154,14.96121978689187,-18.123584231277857,4.387729546615876
2000-07-01,4.704264209544723,15.039173432668404,-18.836265834838553,4.039846598530573
2000-07-02,4.959151461374894,14.771176783568333,-17.830276479288877,3.9742879726914246
2000-07-03,4.214720935507101,14.424220758202042,-16.698606615779013,3.79582912842089
2000-07-04,3.1170938180923473,12.755565151066445,-15.369047012605991,2.4005376093691373
2000-07-05,3.4838014355015456,12.670599249325711,-15.029157894681775,2.6036569615237806
2000-07-06,3.9145456619659638,12.422055912930297,-14.900280505037086,2.125725711105422
2000-07-07,3.794599032000939,12.523827921747795,-13.799294988528015,3.2590385144319747
2000-07-08,5.201465775073091,13.968490002276669,-13.598370123431655,2.7742966524393537
2000-07-09,4.29860435449818,14.855688829843135,-13.018068973607805,3.091782864358034
2000-07-10,4.599431368010599,15.507237880867628,-12.469329437271346,1.57998259167455
2000-07-11,4.938995490943917,14.827298311861272,-13.113688897666421,1.7266996500136713
2000-07-12,6.024228286282902,14.613706611976477,-14.019319557036113,3.236653670815487
2000-07-13,6.608245120024316,14.395353777397878,-12.771021551092488,4.1018568768420325
2000-07-14,6.599451972302525,12.958971533252758,-13.66791236290591,4.8488273671986
2000-07-15,7.9726136158071075,14.085038848095733,-13.244053791533982,5.047264927170903
2000-07-16,8.573506488597298,14.628108500768661,-13.591782313899756,6.490909410640856
2000-07-17,8.083560944935043,14.315292813061316,-13.886422244383624,7.317203110230393
2000-07-18,9.523017432950494,13.354496733523433,-15.2009455696532,6.393273894863674
2000-07-19,11.175129148403787,14.327716218665422,-16.3745406550831,6.267414961551664
2000-07-20,10.598828502117794,13.203267790327523,-17.468442798515973,6.412632627506311
2000-07-21,10.49689589540045,12.10990006121819,-17.749663672459583,6.237411327055911
2000-07-22,9.455659296718299,11.210113576528727,-17.80268937321402,6.905922530022775
2000-07-23,9.322861065185066,9.776791225062402,-17.15529619502038,5.957285527002109
2000-07-24,6.621530022372671,9.02419216308416,-16.127107252698977,6.403919395730092
2000-07-25,5.185836946521935,10.115157176875456,-16.90188059612986,4.137149687153789
2000-07-26,5.912713237522044,11.079295436122509,-18.182587318582296,2.691440509249131
2000-07-27,5.909565131857336,11.241402606412164,-18.21071370295323,3.2539753143715635
2000-07-28,7.020480914348177,11.552813460906256,-19.061201615713884,2.032578180091882
2000-07-29,5.399874362227722,11.686690600987896,-17.96073114101523,0.7649472894366938
2000-07-30,5.877452683998369,12.010769229511586,-18.423536422044396,0.6571407329078102
2000-07-31,5.60450277212172,12.769131921868764,-19.760341442452617,-1.6460086056943273
2000-08-01,6.166259694238272,12.663181861215596,-20.30166122500577,0.7885818200929231
2000-08-02,6.1452462376724,14.272535409572281,-20.04061997545237,0.7438668105741211
2000-08-03,6.019333084214304,15.923984764774053,-19.127872729286157,2.3214745949611855
2000-08-04,6.336761850008478,13.986566907161038,-18.648454172295747,1.5771103878898578
2000-08-05,6.781853932301403,13.70182523470385,-19.21443457186789,3.408344185072627
2000-08-06,7.202796258697683,13.648249721618283,-19.530999907488173,3.6778743902119473
2000-08-07,7.590319496093662,14.114304573735458,-20.123234050256716,3.2366772048457313
2000-08-08,7.91076236231754,13.814323098189556,-18.45899130424988,2.869896253017526
2000-08-09,8.60364734586393,15.637947185978303,-18.79025041575951,2.1345553575866516
2000-08-10,7.985586080692585,15.787451678207246,-18.62157132861902,1.782805281335416
2000-08-11,7.023761047175477,16.61526128528676,-16.36659653981127,3.2152142095852563
2000-08-12,8.236321445055124,15.894321385352269,-16.652878570286216,2.992416431241774
2000-08-13,8.208405017396492,15.570334463083858,-16.456247295891576,2.6655054369879156
2000-08-14,6.718442077715137,15.185479722998465,-15.829331068784844,1.5833949132976513
2000-08-15,5.272516657482742,13.553859108697905,-13.987753452323823,1.7379757292692926
2000-08-16,5.691527919324168,14.146351924230812,-11.57493442991484,0.6350811958549785
2000-08-17,5.275429667327167,15.309038290176856,-12.60408486462097,0.7472887936871179
2000-08-18,4.031688323488788,15.477429636947193,-12.35053634830266,0.7258391345517933
2000-08-19,4.056429281311044,15.577644063869753,-12.952115640143507,0.9937438048243323
2000-08-20,3.2706808090023802,14.550563192887422,-12.996251036311065,0.6816433940281432
2000-08-21,3.976646478763534,14.979242216186261,-12.710554336514164,0.1866479878274403
2000-08-22,3.917044595526205,14.938475534832277,-13.40120264355256,2.068645009646917
2000-08-23,4.4099238892551575,14.734953611563318,-14.805965848454836,2.9991915398506683
2000-08-24,4.519270683585227,15.790949908178941,-15.579921069910258,4.712050049106608
2000-08-25,4.393507539148499,16.015613690807978,-17.419108959761576,4.571792338139536
2000-08-26,3.984640497420032,16.0682969249316,-18.01858187410251,4.528193980299608
2000-08-27,2.9084193597370023,16.237703205745657,-17.62934490865877,3.8453828252784974
2000-08-28,1.2655022786038512,17.22568605241062,-17.273774407673358,4.307260128465554
2000-08-29,-0.4682407405551636,19.192593368462095,-18.72966618576332,3.7442129067626118
2000-08-30,0.7567826292269826,19.34879994154493,-17.66316214213291,5.03447150546917
2000-08-31,0.5070676710914154,18.792227011862366,-16.54027213761975,6.222312842402292
2000-09-01,-0.2917777101139667,17.28100602885091,-15.97577153444659,6.778942368575146
2000-09-02,1.133775589677142,17.113559081961732,-15.824929920253853,6.208107783832023
2000-09-03,1.4166799532403798,16.85133274859049,-16.177693552127643,5.795545842181848
2000-09-04,2.2299311053178883,15.197985432528357,-14.743417900026225,5.759629661118769
2000-09-05,2.024031708642202,15.692773989632485,-16.20167983597912,5.569200134927292
2000-09-06,0.17714797600177445,17.286218994774465,-15.47902805343777,6.098917180137544
2000-09-07,-0.08808956221647535,17.340193600131492,-14.911020760022208,5.136663566379074
2000-09-08,0.36172742984706674,17.15724013327307,-15.261030671258775,6.77969591930674
2000-09-09,1.7189955358397762,16.772441954898532,-15.855818768731213,8.68204122334038
2000-09-10,1.8129052753540262,16.289585259280745,-16.29680396999847,8.79553655403129
2000-09-11,1.4188537991218417,15.432532577170019,-15.533832952258342,6.921569325442925
2000-09-12,1.3076938265891558,14.90842856501226,-15.808293307504924,8.113804948849065
2000-09-13,1.8366745202476107,13.760254214788176,-16.719849787970425,9.454462541826985
2000-09-14,2.002983954427327,15.480466776425652,-16.447625555357913,9.26431269635355
2000-09-15,3.7641010695728494,14.85406269713427,-16.706413661741042,10.288373207616349
2000-09-16,3.334979976334205,13.59173816521058,-17.170845734893174,10.062982640754239
2000-09-17,4.568999394429648,13.302830651273036,-18.39817567687796,11.691855471424965
2000-09-18,4.361106999714167,13.371489336576115,-17.48833213280867,13.367496134915585
2000-09-19,3.3370267541876304,14.30356555636006,-16.507898518216646,14.631844501547855
2000-09-20,1.8957815724467966,13.924840578896966,-14.720834561153435,13.191717965576329
2000-09-21,1.6834186654885213,11.758188748284075,-15.042249857523553,13.080485059062822
2000-09-22,1.3374472603369316,12.501723875278033,-13.832888835082702,12.740841331500482
2000-09-23,1.534070398037637,11.363547318926319,-12.05959512313704,12.69319946373333
2000-09-24,1.881889312238763,10.288511623113799,-11.934864994071418,11.532017651411651
2000-09-25,3.0524328724558725,10.371852440277019,-10.90302576312214,11.688579592917014
2000-09-26,1.430582381049216,10.719622580580033,-10.665754467865368,11.605600375542684
2000-09-27,1.9900207740376041,10.743394345024269,-12.270052338730082,11.798430211109505
2000-09-28,3.623358420111618,10.323901804125653,-11.382164023454122,10.435139616373057
2000-09-29,3.148264565155054,9.900498953714662,-9.790422555987492,11.178189297983312
2000-09-30,2.0655570928651485,10.537608773038587,-9.700685693085484,11.147178985752292
2000-10-01,2.0007395665446053,10.78936472617559,-9.479779159105156,10.762582261933725
2000-10-02,2.8666821691606597,10.937244140785143,-8.235671037288135,10.409812234070223
2000-10-03,3.3559130883735775,9.715024523751076,-7.261408502978478,11.48448316128621
2000-10-04,4.36587431909453,10.19599271939512,-4.541176666941431,9.848230993452875
2000-10-05,5.94484116087305,11.565470866428411,-4.372453636649612,8.747532847320576
2000-10-06,5.382342487411099,10.755531992170841,-3.9147641368508292,8.657642390469029
2000-10-07,2.972650875017506,10.349229458055031,-1.3902237672513809,9.125977481796472
2000-10-08,3.763615774521809,8.730092494773837,-2.9633191598384023,8.52623754433989
2000-10-09,1.624480779230617,7.148787094806362,-2.4646893536768855,10.045788942372806
2000-10-10,2.7146962288078704,4.967606583132812,-2.663299532995104,8.399995209887216
2000-10-11,3.521626857400989,5.3750816655025515,-3.4981492001903245,9.479339024407576
2000-10-12,3.8902030307818993,5.549636446291856,-3.230620320648379,10.411420676044767
2000-10-13,5.622981845271484,6.778272693904426,-2.5008725988185065,9.716553486237288
2000-10-14,6.372474200731863,7.400042623558844,-3.762914633184735,11.574889421593173
2000-10-15,7.81261190744507,6.5680746142615725,-2.3056028761084892,12.031728516289775
2000-10-16,6.7703772970809855,8.181208610706374,-1.0537417633095603,11.155218057570362
2000-10-17,8.374268090388084,8.714530129822808,-3.3226036628014946,12.055944341362915
2000-10-18,7.3187119186766045,9.666474674426645,-2.914161136714771,10.897493513988403
2000-10-19,5.701715486574479,9.28770887554598,-2.268337198411543,10.349878361721679
2000-10-20,5.504566345538829,9.673745596070905,-3.2457238289242034,8.823045576616927
2000-10-21,5.526429998672089,11.579901265581993,-2.8229624595821416,8.929839830543877
2000-10-22,6.842304631916132,10.801520859776037,-2.274457488109618,10.451810252989544
2000-10-23,7.125199174226885,11.835834487232704,-2.7972523005326098,9.316983313908565
2000-10-24,8.330642780169747,12.393886159999928,-3.771005349419334,9.307155291871778
2000-10-25,7.506380153188306,11.791632538996575,-3.860914815682661,9.21506649169849
2000-10-26,7.913463750215047,9.859432464178376,-3.1568690071082766,8.497290368121313
2000-10-27,7.453713274439206,10.067601945526265,-3.900876408408062,6.613522512155194
2000-10-28,6.715690363414675,11.215958824435504,-3.8574250139097654,6.594399680380972
2000-10-29,6.233226250008734,11.871509351909234,-3.2756243336836355,6.148620708645218
2000-10-30,5.972848660548953,12.340053016716887,-3.533837269310719,7.112965484234374
2000-10-31,8.384255524044617,13.107298142392011,-4.02513343459229,6.274122426771758
2000-11-01,7.980403919635597,16.02271305351083,-3.2936464740727645,4.953659677403428
2000-11-02,8.785315548433724,17.102564532196293,-4.102563445717273,3.30085266845862
2000-11-03,8.078580144824796,15.368969122178473,-1.5312416540070832,2.9214164252367008
2000-11-04,8.389792009305962,15.916402011529241,-2.184120835489891,3.7269112574315275
2000-11-05,7.851723773993322,15.572106938015349,-3.181906727121237,5.536862326707384
2000-11-06,7.1236691371896566,14.776824531787643,-1.6266382608976466,5.501699432423598
2000-11-07,6.424946645476222,14.409073241465737,-2.2107470392501987,4.45582668917749
2000-11-08,7.054834112243576,15.81526481865417,1.1854800697295556,4.867494108616941
2000-11-09,6.5254965908489,15.930170175816317,1.0896850147401582,4.634768677906125
2000-11-10,6.658686036876493,14.837830370948375,1.006533166309977,5.942239794160189
2000-11-11,7.488007593662569,15.046600798323889,-1.1754691772252879,7.318593213808509
2000-11-12,8.484777932782418,14.698046673348909,-1.096482740592259,8.66233763843792
2000-11-13,8.77436112378423,14.505441348382782,0.03273422660831127,8.785868172317558
2000-11-14,7.8855556296014955,14.54663346945894,-1.4362821194353739,8.689375527342312
2000-11-15,7.876386784083501,15.914566530531241,-1.2042161001073723,9.94947879241991
2000-11-16,8.964037372074902,14.369770703599913,-2.068657663054239,9.21599131574171
2000-11-17,9.640348918349886,12.771977738133222,-1.3223838910892645,10.204320586824778
2000-11-18,9.387956974873106,13.441327745534943,-1.8625306173116325,10.903307900337891
2000-11-19,8.18356794530605,13.33751149023605,-2.271610735971687,10.436853805777488
2000-11-20,7.957902181862675,12.832858862599261,-3.323984197029726,10.30637312052922
2000-11-21,8.947168455890075,11.61495329063441,-2.0117469904995735,9.684397818329483
2000-11-22,9.779357645321944,11.905186457310826,-2.065926258785004,10.089008487778674
2000-11-23,9.441583234205297,11.902244666073537,-2.7195442232507845,9.984013075770587
2000-11-24,10.719749586660349,12.553942936771683,-2.310460414402022,9.992758303220254
2000-11-25,12.029604818724623,12.993088520708847,-2.119697820068086,11.395817658968479
2000-11-26,10.49388123551126,11.753758945126954,-1.7551046741353158,11.777938483275992
2000-11-27,9.702580626425936,12.874108002298655,-0.9157487975233713,13.449252027628896
2000-11-28,8.490684478631438,12.26991730032323,-1.1251707035005534,14.643193563039567
2000-11-29,8.687107263345226,11.331183839925458,-0.3810458943779964,14.604019294424262
